xmin,ymin,xmax,ymax,confidence,class
351,77,359,85,1.0,Franz von; German astronomer (1774-1852).
370,172,378,180,1.0,"Gaurico, Luca; Italian astronomer (1476-1558)."
180,72,188,80,1.0,Karl Friedrich; German mathematician (1777-1855).
217,99,225,107,1.0,"Aleksandr Ivanovich; Soviet rocket engineer (1884-1955), Igor V.; Soviet astronomer (1928-1982)."
365,104,373,112,1.0,Joseph Louis; French physicist (1778-1850).
133,151,141,159,1.0,"Jābir Ibn Aflah Al-Ishbīlī, Abū Muhammad; Spanish-Arab astronomer (fl. first half of twelfth cent.)."
236,144,244,152,1.0,Johannes Hans Wilhelm; German physicist (1882-1945).
164,75,172,83,1.0,Greek astronomer (unkn-c. 70 B.C.).
175,104,183,112,1.0,Peter Andreas; Danish astronomer (1795-1874).
133,172,141,180,1.0,"Jemma, Reinier; Dutch doctor (1508-1555)."
254,207,262,215,1.0,Spiru; Rumanian astronomer (1851-1912).
169,127,177,135,1.0,"Frederick James; British astronomer, optician (1891-1970)."
322,60,330,68,1.0,Alexander; Scottish explorer (1792-1839).
183,150,191,158,1.0,Josiah Willard; American mathematical physicist (1839-1903).
292,156,300,164,1.0,Boris Petrovich; Soviet astronomer (1889-1937).
186,134,194,142,1.0,"Friedrich Robert; German astronomer, geodesist (1843-1917)."
194,175,202,183,1.0,Hugo; American writer (1884-1967).
231,163,239,171,1.0,Johann; Austrian astronomer (1846-1923).
178,128,186,136,1.0,"Grove Karl; American geologist (1843-1918), William; English physician and physicist (1544-1603)."
178,214,186,222,1.0,Sir David; British astronomer (1843-1914).
290,215,298,223,1.0,Erik; Russian geochemist (1936-2020).
292,144,300,152,1.0,Korean astronomer and mathematician of the late Joseon Dynasty (1817-1863).
193,103,201,111,1.0,Friedrich Karl; Austrian astronomer (1850-1926).
197,72,205,80,1.0,Italian astronomer (1548-1600).
238,67,246,75,1.0,Nicholas Erasmus; American rocketry scientist (1912-1969).
134,170,142,178,1.0,Walter; British selenographer (1856-1938).
367,151,375,159,1.0,Benjamin Apthorp; American astronomer (1824-1896).
149,103,157,111,1.0,English female name.
371,119,379,127,1.0,Jean-Felix-Adolphe; French astronomer (1800-1836).
316,184,324,192,1.0,Kasimir Romuald; Polish-German astronomer (1878-1950).
230,148,238,156,1.0,Dmitry Aleksandrovich; Soviet mathematician (1863-1939); Ivan Platonovich; Soviet engineer (1874-1960).
201,149,209,157,1.0,David; German mathematician (1862-1943).
218,118,226,126,1.0,George; British mathematician (1793-1841).
214,121,222,129,1.0,"James; Scottish astronomer, mathematician (1638-1675)."
352,149,360,157,1.0,"Pierre; French astronomer, mathematician (1592-1655)."
287,106,295,114,1.0,John; New Zealander astronomer (1838-1920).
215,218,223,226,1.0,Walter; German astronomer (1890-1954).
147,66,155,74,1.0,Sir William Robert; British physicist (1811-1896).
274,190,282,198,1.0,"Virgil Ivan (""Gus""); American astronaut (1926-1967)."
361,81,369,89,1.0,Scottish female name.
372,219,380,227,1.0,Christoph; Austrian astronomer (1561-1636).
369,140,377,148,1.0,"Otto von; German physicist, engineer, naturalist (1602-1686)."
256,59,264,67,1.0,Charles Edouard; Swiss metallurgist; Nobel laureate (1861-1938).
355,142,363,150,1.0,"Herigone, Pierre; French mathematician, astronomer (fl. 1634)."
287,60,295,68,1.0,Allvar; Swedish ophthalmologist; Nobel laureate (1862-1930).
132,90,140,98,1.0,Thomas; British astronomer (1733-1810).
187,181,195,189,1.0,Colin; Australian astronomer (1924-1960).
148,39,156,47,1.0,"Christian; German mineralogist, geologist (c. 1750-1813)."
211,65,219,73,1.0,Herbert George; British scientific writer (1866-1946).
157,209,165,217,1.0,"Hayek, Thaddaeus; Czechoslovakian astronomer, mathematician (1525-1600)."
153,136,161,144,1.0,Johannes Gensfleisch Zur Laden; German inventor (c. 1390-1468).
313,191,321,199,1.0,Paul; German astronomer (1879-1947).
207,107,215,115,1.0,"Arnold Henry; Swiss-born American geographer, geologist (1807-1884)."
339,125,347,133,1.0,Jacob; Swiss mathematician (1678-1733).
220,192,228,200,1.0,Johann Georg; Austrian astronomer (1847-1930).
176,79,184,87,1.0,Friedrich von; German astronomer (1741-1805); Otto; German chemist (1879-1968).
362,179,370,187,1.0,"Wilhelm Karl von; Austrian geologist, physicist (1795-1871)."
356,182,364,190,1.0,Paul; German astronomer (1527-1581).
183,126,191,134,1.0,John Burdon Sanderson; British doctor (1892-1964).
150,75,158,83,1.0,Asaph; American astronomer (1829-1907).
184,184,192,192,1.0,Sir William Rowan; Irish mathematician (1805-1865).
174,204,182,212,1.0,Carthaginian navigator(unkn-c. 500 B.C.).
189,229,197,237,1.0,George Ellery; American astronomer (1868-1938); William; British rocket scientist (1797-1870).
342,140,350,148,1.0,Christopher; Norwegian astronomer (1784-1873).
128,129,136,137,1.0,Jeremiah; British astronomer (1619-1641).
360,114,368,122,1.0,"Hove, Martin van den; Dutch astronomer (1605-1639)."
186,137,194,145,1.0,Friedrich Georg; German physicist (1903-1966).
291,148,299,156,1.0,Jean-Charles-Hippolyte-Joseph de Lehaie; Belgian astronomer (1820-1888).
180,178,188,186,1.0,Harlan James Smith; American astronomer (1924-1991).
185,92,193,100,1.0,Edwin Powell; American astronomer (1889-1953).
355,83,363,91,1.0,Spanish female name.
349,49,357,57,1.0,Greek astronomer (unkn-c. 460 B.C.).
322,132,330,140,1.0,(Carl) Ernst (Albrecht); German astronomer (1851-1923).
205,76,213,84,1.0,"Thomas; British mathematician, astronomer (1560-1621)."
293,82,301,90,1.0,Takeo; Japanese astronomer (1914-1963).
220,120,228,128,1.0,Johannes Franz; German astronomer (1865-1936).
374,170,382,178,1.0,Maximilian; Hungarian astronomer (1720-1792).
275,96,283,104,1.0,William; British doctor (1578-1657).
168,165,176,173,1.0,Johann Matthias; German mathematician (1684-1742).
317,216,325,224,1.0,"Christian August; German astronomer, mathematician, physicist (1693-1743)."
254,105,262,113,1.0,"John Fillmore; American civil engineer, geodesist (1868-1925)."
183,32,191,40,1.0,Friedrich Karl; German astronomer (1863-1928).
301,77,309,85,1.0,Roy; American rocketry scientist (1915-1968).
242,138,250,146,1.0,"Oliver; British mathematician, physicist (1850-1925)."
180,155,188,163,1.0,Greek geographer (unkn-c. 476 B.C.).
139,118,147,126,1.0,Dominique Francois Jean; French astronomer (1786-1853).
210,128,218,136,1.0,Antonin; Czechoslovakian astronomer (1901-1965).
325,119,333,127,1.0,Sven Anders; Swedish explorer (1865-1952).
369,88,377,96,1.0,Wladimir Wáclav; Czechoslovakian astronomer (1884-1965).
307,91,315,99,1.0,Robert J.; American aeronautical engineer (1906-1967).
367,180,375,188,1.0,Gottfried; German astronomer (1709-1769).
357,77,365,85,1.0,Eduard; German astronomer (1806-1877).
363,66,371,74,1.0,"Greek astronomer, mathematician (fl. c. 361 B.C.)."
232,117,240,125,1.0,Thomas; Scottish astronomer (1798-1844).
170,221,178,229,1.0,Hermann Von; German doctor (1821-1894).
344,90,352,98,1.0,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
266,190,274,198,1.0,Don Osgood; American optician (1905-1961).
339,158,347,166,1.0,Joseph; American physicist (1797-1878).
270,86,278,94,1.0,Albert Graham; American optician (1888-1958).
338,157,346,165,1.0,Prosper; French astronomer (1849-1903); Paul; French astronomer (1848-1905).
128,112,136,120,1.0,Caius Julius; Spanish astronomer (fl. first century B.C.).
271,105,279,113,1.0,Louis George; American astronomer (1910-1970).
140,130,148,138,1.0,Hypatia of Alexandria; Egyptian mathematician and philosopher (c. 370-415).
128,194,136,202,1.0,Greek philosopher (c. 540-480 B.C.).
163,65,171,73,1.0,"Robert; British physicist, inventor (1635-1703)."
151,57,159,65,1.0,Latin spelling for Greek mythological hero Heracles.
350,35,358,43,1.0,Sir John Frederick William; British astronomer (1792-1871).
152,71,160,79,1.0,Matthew Fontaine; American oceanographer (1806-1873); Antonia Caetana de Paiva Pereira; American astronomer (1866-1952).
356,171,364,179,1.0,Nicole Reine De La Briere; French astronomer (1723-1788).
378,132,386,140,1.0,Sir William; German-born British astronomer (1738-1822).
124,88,132,96,1.0,English male name.
368,165,376,173,1.0,Hesiod; Greek humanitarian (c. 735 B.C.).
247,201,255,209,1.0,Victor Franz (Francis); American physicist (1883-1964); Harry Hammond; American geologist (1906-1969).
198,105,206,113,1.0,Heinrich Rudolf; German physicist (1857-1894).
153,94,161,102,1.0,"George William; American astronomer, mathematician (1838-1914)."
358,159,366,167,1.0,Greek explorer (unkn-c. 120).
127,131,135,139,1.0,Greek astronomer (unkn-fl. 140 B.C.).
332,120,340,128,1.0,"Howelcke, Johann; Polish astronomer (1611-1687)."
210,76,218,84,1.0,Arthur Robert; Australian astronomer (1903-1966); Frank Scott; Canadian astronomer (1904-1951).
276,17,284,25,1.0,Corneille-Jean-François; Belgian physiologist; Nobel laureate (1892-1968).
312,180,320,188,1.0,Jaroslav; Czechoslovakian chemist (1890-1967).
275,24,283,32,1.0,Greek doctor (c. 460-377 B.C.).
190,132,198,140,1.0,Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945).
221,102,229,110,1.0,Cuno; German astronomer (1892-1968).
312,149,320,157,1.0,Walter; German space flight engineer (1880-1945).
168,151,176,159,1.0,Edward Singleton; American astronomer (1846-1914).
147,201,155,209,1.0,"Johann; German astronomer, mathematician (1518-1562)."
237,196,245,204,1.0,Josef; Austrian astronomer (1890-1975).
230,152,238,160,1.0,C. A.; Soviet aeronaut (1903-1965).
350,40,358,48,1.0,Peder; Danish astronomer (1679-1764).
184,240,192,248,1.0,Peter; Hungarian geoscientist (1931-1984).
318,147,326,155,1.0,"""Lake of Spring."""
243,71,251,79,1.0,James; Scottish geologist (1726-1797).
150,119,158,127,1.0,"Donald Howard; American astrophysicist, Smithsonian researcher (1901-1976)."
376,95,384,103,1.0,Thomas Henry; British biologist (1825-1895).
208,204,216,212,1.0,Hisashi; Japanese astronomer (1870-1943).
361,84,369,92,1.0,"Philippe De; French mathematician, astronomer (1640-1718)."
134,210,142,218,1.0,Adolph Gottfried; German selenographer (1814-1887).
339,195,347,203,1.0,"James; Scottish engineer, astronomer (1808-1890)."
209,116,217,124,1.0,Arthur Scott; American physicist (1876-1957); Edward Skinner; American astronomer (1861-1931).
207,157,215,165,1.0,Imre; Hungarian-American astronomer (1929-1965).
159,133,167,141,1.0,Abu Abd Allah Mohammed Ibn Abd Allah; Moroccan geographer (1304-1377).
310,149,318,157,1.0,N.Ja.; Soviet rocketry scientist (1901-1937).
250,159,258,167,1.0,Jason John; American astronomer (1892-1965).
379,87,387,95,1.0,Scottish male name.
210,114,218,122,1.0,"Abbas Ibn Firnas; Spanish-Arab humanitarian, technologist (unkn- A.D. 887)."
194,94,202,102,1.0,Wladyslaw; Polish astronomer (1878-1962).
188,103,196,111,1.0,Abul al-Hasan ben Ahmad; Egyptian astronomer (950-1009).
139,140,147,148,1.0,Abu al-Walîd Ibn Rushd (Averroës); Spanish-Arab philosopher/doctor (1126-1198).
256,131,264,139,1.0,Greek mythical flyer.
139,194,147,202,1.0,Christian Ludwig; German astronomer (1766-1846).
330,191,338,199,1.0,Giovanni; Italian astronomer (1779-1851).
208,84,216,92,1.0,Robert Thornton Ayton; Scottish astronomer (1861-1933).
204,239,212,247,1.0,Naum Ilich; Soviet astronomer (1885-1951).
288,144,296,152,1.0,"Joffe, Abram Feodorovich; Soviet physicist (1880-1960)."
147,135,155,143,1.0,St. Isidore of Seville; Spanish astronomer and encyclopaedist (c. 560-636).
228,148,236,156,1.0,Alexei Mikhailovich; Soviet rocket designer (1908-1971).
217,120,225,128,1.0,George; British mathematician (1793-1841).
128,88,136,96,1.0,Alfred Harrison; American astronomer (1882-1973).
134,110,142,118,1.0,"Roman emperor, introduced the Julian calendar (c. 102-44 B.C.)."
228,173,236,181,1.0,French writer (1828-1905).
126,86,134,94,1.0,French female name.
128,175,136,183,1.0,Frederick; Dutch astronomer (1808-1872).
132,204,140,212,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
144,104,152,112,1.0,"Janszoon, Zacharias; Dutch optician (1580-c. 1638)."
263,92,271,100,1.0,John; Scottish astronomer (1887-1958).
379,87,387,95,1.0,Irish female name.
187,111,195,119,1.0,Karl Guthe; American radio engineer (1905-1950).
153,187,161,195,1.0,Pierre Jules César; French astronomer (1824-1907).
357,94,365,102,1.0,Turkish female name.
274,173,282,181,1.0,Gregory Bruce; Member of the Challenger crew (1944-1986).
189,203,197,211,1.0,Sir James Hopwood; British mathematical physicist (1877-1946).
179,123,187,131,1.0,Louise Freeland; American astronomer (1888-1970).
192,183,200,191,1.0,Edward; British doctor (1749-1823).
277,85,285,93,1.0,James Prescott; British physicist (1818-1889).
142,34,150,42,1.0,Elisha Kent; American explorer (1820-1857).
297,103,305,111,1.0,Heike Kamerlingh Onnes; Dutch physicist; Nobel laureate (1853-1926).
155,51,163,59,1.0,Mstislav Vsevolodovich; Soviet mathematician (1911-1978).
138,139,146,147,1.0,Immanuel; German philosopher (1724-1804).
186,133,194,141,1.0,Ping-Tse; Taiwanese astronomer (1888-1970).
174,139,182,147,1.0,Jacobus Cornelis; Dutch astronomer (1851-1922).
356,119,364,127,1.0,Georg Karl Friedrich; German astronomer (1786-1846).
242,20,250,28,1.0,Alexander Petrovich; Soviet geologist (1846-1936).
206,115,214,123,1.0,"Katzir-Katchalsky, Aharon; Polish-Israeli chemist (1914-1972)."
145,70,153,78,1.0,"""Lake of Dreams."""
278,198,286,206,1.0,Paul; Russian/Swiss biochemist; Nobel laureate (1889-1971).
210,112,218,120,1.0,Polish male name.
239,137,247,145,1.0,James Edward; American astronomer (1857-1900).
352,112,360,120,1.0,Johannes; German astronomer (1571-1630).
281,100,289,108,1.0,Friedrich August; German chemist (1829-1896).
357,95,365,103,1.0,Russian female name.
214,83,222,91,1.0,Felicjan; Polish astronomer (1885-1966).
203,144,211,152,1.0,Orest Danilovich; Soviet physicist (1852-1934).
275,120,283,128,1.0,Nikolaj Ivanovich; Russian rocketry scientist (1853-1881).
347,219,355,227,1.0,Athanasius; German humanitarian (1601-1680).
211,73,219,81,1.0,Or Cidenas; Babylonian astronomer (unkn-c. 343 B.C.).
374,146,382,154,1.0,William; British astronomer (1799-1880).
363,161,371,169,1.0,"Johann; German mathematician, astronomer (1713-1781)."
284,112,292,120,1.0,Chinese astronomer (1231-1316).
183,133,191,141,1.0,Carl Clarence; American astrophysicist (1887-1967).
345,158,353,166,1.0,"Justus, Baron von Liebig; German chemist (1803-1873)."
151,80,159,88,1.0,Gustav Robert; German physicist (1824-1887).
268,26,276,34,1.0,Daniel; American astronomer (1814-1895).
361,223,369,231,1.0,"Martin Heinrich; German chemist, mineralogist (1743-1817)."
125,141,133,149,1.0,Hermann Joseph; German astronomer (1844-1914).
279,71,287,79,1.0,Daniel O'Donnell; American rocketry scientist (1921-1964).
280,170,288,178,1.0,Ivan Terent'evich; Soviet rocketry scientist (1898-1938).
135,131,143,139,1.0,Brook; British mathematician (1685-1731).
181,116,189,124,1.0,Harold; British astronomer (1885-1970).
230,183,238,191,1.0,Robert; German doctor; Nobel laureate (1843-1910).
298,108,306,116,1.0,Werner; German physicist (1887-1946).
291,164,299,172,1.0,B.T.; Soviet radio engineer (1912-1960).
233,103,241,111,1.0,Arnold; German astronomer (1883-1969).
150,128,158,136,1.0,Louis Seymour Bazett; British archaeologist (1903-1972).
335,73,343,81,1.0,Karl Friedrich; German geologist (1797-1873).
316,148,324,156,1.0,August; German astronomer (1882-1960).
360,180,368,188,1.0,"""Lake of Fear."""
232,89,240,97,1.0,Vladimir Mikhaylovich; Soviet cosmonaut (1927-1967).
168,112,176,120,1.0,"""Lake of Perseverance."""
197,163,205,171,1.0,"""Lake of Solitude."""
206,145,214,153,1.0,Yury Vasilyevich; Soviet rocketry scientist (1897-1942).
162,110,170,118,1.0,John; Australian astronomer (1834-1916).
268,129,276,137,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
287,80,295,88,1.0,Sofya Vasilyevna; Russian mathematician (1850-1891).
236,96,244,104,1.0,Konstantin Ivanovich; Russian rocketry scientist (1817-1871).
309,127,317,135,1.0,Grigory Moiseevich; Soviet space scientist (1887-1970).
208,103,216,111,1.0,Sergey Konstantinovich; Soviet astronomer (1867-1936).
347,82,355,90,1.0,Johann Nepomuk; German selenographer (1865-1902).
195,155,203,163,1.0,Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)
216,190,224,198,1.0,Nikolai Alexandrovich; Soviet astronomer (1908-1983).
328,100,336,108,1.0,"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)."
288,48,296,56,1.0,Hendrik Anthony; Dutch physicist (1894-1952).
323,166,331,174,1.0,Aleksander V.; Russian astronomer (1866-1907).
184,136,192,144,1.0,Egbert Adriaan; Dutch astronomer (1896-1964).
255,118,263,126,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
240,132,248,140,1.0,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960)."
128,161,136,169,1.0,"Adam Johann, Baron Von; Russian explorer (1770-1846)."
359,47,367,55,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
261,73,269,81,1.0,"Aleksei Nikolaevich; Soviet mathematician, mechanical engineer (1863-1945)."
138,109,146,117,1.0,Sir Thomas; Irish-born South African astronomer (1794-1879).
198,200,206,208,1.0,Franz Xaver; German-Babylonian chronologist (1862-1929).
363,137,371,145,1.0,Gerard Peter; Dutch-American astronomer (1905-1973).
270,64,278,72,1.0,Leonid Alekseevich; Soviet mineralogist (1883-1942).
307,120,315,128,1.0,Heinrich Friedrich Emil; Russian physicist (1804-1865).
224,69,232,77,1.0,Igor' Vasil'evich; Soviet nuclear physicist (1903-1960).
375,139,383,147,1.0,Latin female name.
180,133,188,141,1.0,"Abraham Gotthelf; German mathematician, physicist (1719-1800)."
362,158,370,166,1.0,"Rudolf; Austrian mathematician, astronomer (1865-1927)."
178,139,186,147,1.0,"Jean Francois de Galoup, Comte De La Pérouse; French explorer (1741-1788)."
172,126,180,134,1.0,Colin; Scottish mathematician (1698-1746). (Spelling changed from MacLaurin.)
337,177,345,185,1.0,Sylvestre Francois; French mathematician (1765-1843).
331,145,339,153,1.0,"""Lake of Summer."""
320,140,328,148,1.0,"""Lake of Autumn."""
229,96,237,104,1.0,Aleksey Arkhipovich; Soviet cosmonaut (1934-2019).
349,138,357,146,1.0,Jean Antoine; French archaeologist (1787-1848).
130,100,138,108,1.0,"""Lake of Sorrow."""
349,174,357,182,1.0,"""Lake of Excellence."""
127,97,135,105,1.0,"""Lake of Happiness."""
364,194,372,202,1.0,"Christian Sorensen; Danish astronomer, mathematician (1562-1647)."
355,83,363,91,1.0,French female name.
215,133,223,141,1.0,"Augustus Edward Hough; British mathematician, geophysicist (1863-1940)."
146,93,154,101,1.0,Johann Josef von; Bohemian astronomer (1781-1840).
152,168,160,176,1.0,"Neumann, Michael; German mathematician (1529-1581)."
143,59,151,67,1.0,"""Lake of Death."""
297,82,305,90,1.0,Greek philosopher (unkn-fl. c. 440 B.C.).
302,121,310,129,1.0,Armin Otto; American astronomer (1868-1953).
260,152,268,160,1.0,"""Lake of Forgetfulness."""
129,96,137,104,1.0,"""Lake of Hatred."""
128,128,136,136,1.0,Edward Charles; American astronomer (1846-1919); William H.; American astronomer (1858-1938).
151,207,159,215,1.0,Nearchus of Crete; Greek explorer (unkn-fl. 312 B.C.).
146,166,154,174,1.0,Alessandro; Italian astronomer (1508-1578).
374,185,382,193,1.0,"Pictet-Turretin, Marc-Auguste; Swiss physicist (1752-1825)."
163,57,171,65,1.0,"""Lake of Time."""
131,125,139,133,1.0,Heinrich Eduard von; German astronomer (1817-1904).
373,130,381,138,1.0,Joseph Jérôme Le François de; French astronomer (1732-1807).
195,184,203,192,1.0,"Sir Horace; British mathematician, physicist (1849-1934)."
364,187,372,195,1.0,Giulio Cesare; Italian philosopher (1571-1624).
320,144,328,152,1.0,Andre; French astronomer (1904-1978).
329,170,337,178,1.0,Joseph Louis; Italian mathematician (1736-1813).
330,156,338,164,1.0,Jean Baptiste Pierre Antoine de Monet; French natural historian (1744-1829).
365,87,373,95,1.0,"Johann Heinrich; German astronomer, mathematician, physicist (1728-1777); also for Gérard; French physicist (1930-2008)."
352,72,360,80,1.0,Franz von; German astronomer (1774-1852).
217,168,225,176,1.0,Carl Otto; American astronomer (1873-1951).
140,116,148,124,1.0,Johann von; Scottish-born German astronomer (1805-1879).
361,124,369,132,1.0,Philippe van; Belgian astronomer (1561-1632).
169,144,177,152,1.0,Gabriel; French mathematician (1795-1870).
348,71,356,79,1.0,Franz von; German astronomer (1774-1852).
133,63,141,71,1.0,Felix Chemla; French selenographer (1894-1962).
295,64,303,72,1.0,Lev Davidovich; Soviet physicist; Nobel laureate (1908-1968).
351,71,359,79,1.0,Franz von; German astronomer (1774-1852).
217,145,225,153,1.0,Richard Lemon; British explorer (1804-1834).
218,137,226,145,1.0,"Jonathan Homer; American physicist, astrophysicist (1819-1880)."
144,27,152,35,1.0,Christian August Friedrich; German astronomer (1806-1880).
208,138,216,146,1.0,Georgij Erikhovich; Soviet rocketry scientist (1898-1938).
201,134,209,142,1.0,Willem; Dutch physiologist; Nobel laureate (1860-1927).
239,61,247,69,1.0,Paul; French physicist (1872-1946).
318,51,326,59,1.0,"Samuel Pierpont; American astronomer, physicist (1834-1906)."
288,174,296,182,1.0,"Irving; American physicist, chemist; Nobel laureate (1881-1957)."
167,136,175,144,1.0,"Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675)."
310,83,318,91,1.0,Max Theodor Felix von; German physicist; Nobel laureate (1879-1960).
192,163,200,171,1.0,Charles Christian; Danish-American physicist (1892-1968).
322,69,330,77,1.0,Antoine Laurent; French chemist (1743-1794).
141,124,149,132,1.0,"Helmuth Karl, Graf von; German benefactor (1800-1891)."
154,113,162,121,1.0,"Ernest Orlando; American physicist; Nobel laureate (1901-1958), and Robert Henry, Jr.; American astronaut (1935-1967)."
325,229,333,237,1.0,Guillaume Hyazinthe; French astronomer (1725-1792).
145,86,153,94,1.0,"Pierre Charles; French astronomer, physicist (1715-1799)."
161,131,169,139,1.0,Charles Augustus; American aviator (1902-1974).
172,18,180,26,1.0,August Heinrich; German geographer (1822-1878).
340,122,348,130,1.0,Jacob; Swiss mathematician (1678-1733).
280,187,288,195,1.0,Henrietta Swan; American astronomer (1868-1921).
351,167,359,175,1.0,"John; British astronomer, humanitarian (1783-1866)."
200,190,208,198,1.0,Pëtr Nikolajevich; Russian physicist (1866-1912).
168,110,176,118,1.0,"Adrien; French astronomer, physicist (1622-1691)."
262,112,270,120,1.0,Aleksandr I.; Soviet astrophysicist (1913-1967).
187,131,195,139,1.0,Henri Leon; French mathematician (1875-1941).
173,165,181,173,1.0,Adrien Marie; French mathematician (1752-1833).
157,151,165,159,1.0,Gaspard; French mathematician (1746-1818).
340,180,348,188,1.0,Jacob Heinrich Wilhelm; German astronomer (1800-1863).
273,211,281,219,1.0,Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).
225,157,233,165,1.0,"Tullio; Italian mathematician, physicist (1873-1941)."
298,150,306,158,1.0,Gilbert Newton; American chemist (1875-1946).
376,174,384,182,1.0,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784)."
331,78,339,86,1.0,Georg Christoph; German physicist (1742-1799).
234,64,242,72,1.0,Willy; German-American rocketry scientist (1906-1969).
128,191,136,199,1.0,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657)."
128,201,136,209,1.0,"Luigi Giglio; Italian doctor, philosopher, chronologist (unkn-1576)."
356,80,364,88,1.0,Spanish female name.
309,24,317,32,1.0,Bertil; Swedish astronomer (1895-1965).
132,84,140,92,1.0,Carl von; Swedish botanist (1707-1778).
141,170,149,178,1.0,Bernhard von; German astronomer (1780-1854).
133,133,141,141,1.0,Eric M.; Irish astronomer (1907-1974).
313,249,321,257,1.0,Yvonne; Canadian-American rocket scientist (1924-2013).
372,160,380,168,1.0,Hans (Jan Lapprey); Dutch optician (unkn-1619).
298,202,306,210,1.0,Gabriel; French physicist; Nobel laureate (1845-1921).
211,147,219,155,1.0,Fyodor Petrovich; Russian geographer (1797-1882).
204,110,212,118,1.0,Nikolay Ivanovich; Russian mathematician (1793-1856).
351,117,359,125,1.0,Michael; German mathematician (1550-1631).
150,189,158,197,1.0,Sir Joseph Norman; British astrophysicist (1836-1920).
356,156,364,164,1.0,Maurice (Moritz); French astronomer (1833-1907).
275,148,283,156,1.0,Aleksandr Nikolaevich; Russian inventor (1847-1923).
200,132,208,140,1.0,Willem; Dutch physiologist; Nobel laureate (1860-1927).
332,124,340,132,1.0,Wilhelm Gotthelf; German selenographer (1796-1840).
166,143,174,151,1.0,Oswald; German astronomer (1845-1915).
193,85,201,93,1.0,"Mikhail Vasilievich; Russian poet, scientist, and grammarian (1711-1765)."
153,129,161,137,1.0,"Sir John William; British astronomer, mathematician (1803-1865)."
349,64,357,72,1.0,Jean Jacques D'Ortous De; French geophysicist (1678-1771).
302,7,310,15,1.0,"William Randolph, II; American doctor, space scientist (1907-1965)."
278,176,286,184,1.0,"James A., Jr.; American astronaut (1928-Live)."
306,142,314,150,1.0,Percival; American astronomer (1855-1916).
373,58,381,66,1.0,"Spanish for ""peak."""
363,149,371,157,1.0,Stanislaus; Polish astronomer (1623-1675).
150,103,158,111,1.0,Of Samosata; Greek writer (125-190).
293,135,301,143,1.0,Titus Lucretius Carus; Roman scientific philosopher (c. 94-55 B.C.).
378,101,386,109,1.0,Italian explorer (1254-1324).
193,134,201,142,1.0,Carl Friedrich Wilhelm; German physiologist (1816-1895).
141,76,149,84,1.0,Carl Theodor Robert; German astronomer (1822-1900).
124,85,132,93,1.0,"""Marsh of Decay."""
187,86,195,94,1.0,"Aleksandr Mikhailovich; Russian mathematician, engineer (1857-1918)."
152,104,160,112,1.0,Sir Charles; Scottish geologist (1797-1875).
239,216,247,224,1.0,Theodore; American physicist (1874-1954).
156,93,164,101,1.0,Ambrosius Aurelius Theodosius; Roman writer (unkn-fl. c. 410).
184,195,192,203,1.0,Bernard Ferdinand; French astronomer (1897-1952).
155,141,163,149,1.0,Fernao De (Ferdinand Magellan); Portuguese explorer (1480-1521).
131,8,139,16,1.0,Robert; British astronomer (1808-1878).
375,195,383,203,1.0,"Magini, Giovanni Antonio; Italian astronomer, mathematician (1555-1617)."
260,181,268,189,1.0,Dmitrij Dmitrievich; Soviet optician (1896-1964).
169,120,177,128,1.0,Alexis Therese; French physicist (1771-1820).
132,244,140,252,1.0,"Charles; Belgian astronomer, mathematician, philosopher (1581-1630)."
162,188,170,196,1.0,"Robert; Irish seismologist, engineer (1810-1881)."
199,92,207,100,1.0,Aleksandr L'vovich; Soviet rocketry scientist (1907-1961).
130,103,138,111,1.0,Marcus; Roman writer (unkn-c. 50 B.C.).
138,117,146,125,1.0,Russell Henry; British astronomer (1800-1870).
132,89,140,97,1.0,Spanish male name.
142,220,150,228,1.0,"Manzini, Carlo Antonio; Italian astronomer (1599-1677)."
148,96,156,104,1.0,"Giovanni Domenico; Italian-born French astronomer, geodesist (1709-1788); Giacomo Filippo; Italian-born French astronomer (1665-1729)."
260,92,268,100,1.0,Jan Marek Marci von Kronland; Czechoslovakian physicist (1595-1667).
227,137,235,145,1.0,"Guglielmo; Italian physicist, inventor; Nobel laureate (1874-1937)."
172,92,180,100,1.0,"""Serpent Sea."""
241,171,249,179,1.0,"""Sea of Cleverness."""
358,112,366,120,1.0,"""Sea of Islands."""
364,138,372,146,1.0,"""Sea that has become known."" Ranger VII impact site."
166,100,174,108,1.0,"""Sea of Crises."""
186,211,194,219,1.0,Evgenij Stepanovich; Soviet rocketry scientist (1900-1942).
